id,lemma,vprašanje,odgovor,vrsta,podvrsta,split
513250,razustiti,Izpiši vse glagolske oblike za razustiti.,"Spreganje glagola **razustiti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | razustim | razustiva | razustimo |
| 2. oseba | razustiš | razustita | razustite |
| 3. oseba | razusti | razustita | razustijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem razustilo / sem razustil | sva razustili / sva razustila | smo razustila / smo razustili |
| 2. oseba | si razustilo / si razustil | sta razustili / sta razustila | ste razustila / ste razustili |
| 3. oseba | je razustilo / je razustil | sta razustili / sta razustila | so razustila / so razustili |",spreganje,celotno_spreganje,test
485153,bujt,Prikaži vse tri stopnje besede bujt.,"Stopnjevanje besede **bujt**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | bujt / bujti / bujtimi / bujte / bujtemu / bujtih / bujtem / bujta / bujtima / bujtega / bujtim / bujto |
| 2. Primernik (Komparativ) | bujt |
| 3. Presežnik (Superlativ) | bujt |",stopnjevanje,vse_stopnje,test
63396,kenotaf,Kakšne so slovnične lastnosti besede kenotaf?,Beseda **kenotaf** je samostalnik. Beseda je občno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,test
513253,razveseljiti,Spregaj glagol razveseljiti.,"Spreganje glagola **razveseljiti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | razveseljim | razveseljiva | razveseljimo |
| 2. oseba | razveseljiš | razveseljita | razveseljite |
| 3. oseba | razveselji | razveseljita | razveseljijo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem razveseljil / sem razveseljila | sva razveseljila / sva razveseljili | smo razveseljile / smo razveseljila |
| 2. oseba | si razveseljil / si razveseljila | sta razveseljila / sta razveseljili | ste razveseljile / ste razveseljila |
| 3. oseba | je razveseljil / je razveseljila | sta razveseljila / sta razveseljili | so razveseljile / so razveseljila |",spreganje,celotno_spreganje,test
2647,nadihniti,Opiši vid in vrsto glagola nadihniti.,Beseda **nadihniti** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,test
669893,durão,Izpiši sklanjatveno tabelo samostalnika durão.,"Sklanjatvena tabela za samostalnik **durão**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | durão | durãa | durãi |
| 2. Rodilnik | durãa | durãov | durãov |
| 3. Dajalnik | durãu | durãoma | durãom |
| 4. Tožilnik | durãa | durãa | durãe |
| 5. Mestnik | pri durãu | pri durãih | pri durãih |
| 6. Orodnik | z durãom | / | z durãi |",sklanjanje,celotna_sklanjatev,test
491913,camorr,Kako se v slovenščini glasi orodnik dvojine besede camorr?,6. Orodnik (orodnik) dvojine besede **camorr** se glasi: **s camorrjema**.,sklanjanje,posamezen_sklon,test
455397,rekonfiguracija,Kako se beseda rekonfiguracija sklanja v ednini?,"Sklanjatvene oblike besede **rekonfiguracija** v ednini:

| Sklon | Ednina |
|---|---|
| 1. Imenovalnik | rekonfiguracija |
| 2. Rodilnik | rekonfiguracije |
| 3. Dajalnik | rekonfiguraciji |
| 4. Tožilnik | rekonfiguracijo |
| 5. Mestnik | pri rekonfiguraciji |
| 6. Orodnik | z rekonfiguracijo |",sklanjanje,sklanjatev_po_stevilu,test
526225,chromium,Slovnično opredeli besedo chromium.,Beseda **chromium** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,test
19341,idealiziran,"Izpiši nekaj povedi, ki vsebujejo besedo idealiziran.","Primeri uporabe besede **idealiziran** v povedih:
- *Najboljši recept za nesrečo je, da postanete obsedeni z idealiziranimi podobami življenja drugih.*
- *Morda pa se motim in imam preveč idealizirano podobo pravnega svetovalca.*
- *Prikazana je idealizirana podoba nosečnosti in poroda.*
- *Narava je bila v nasprotju z mestnim življenjem idealizirana – nedotaknjen raj na zemlji.*",primeri_uporabe,povedi_z_besedo,test
2799,naluščiti,Izpiši Sedanjik glagola naluščiti po osebah.,"Sedanjik glagola **naluščiti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | naluščim | naluščiva | naluščimo |
| 2. oseba | naluščiš | naluščita | naluščite |
| 3. oseba | nalušči | naluščita | naluščijo |",spreganje,spreganje_v_casu,test
607850,hattel,Izpiši celotno sklanjatev za samostalnik hattel.,"Sklanjatvena tabela za samostalnik **hattel**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | hattel | hattela | hatteli |
| 2. Rodilnik | hattela | hattelov | hattelov |
| 3. Dajalnik | hattelu | hatteloma | hattelom |
| 4. Tožilnik | hattela | hattela | hattele |
| 5. Mestnik | pri hattelu | pri hattelih | pri hattelih |
| 6. Orodnik | s hattelom | s hatteloma | s hatteli |",sklanjanje,celotna_sklanjatev,test
623151,monzon,Ali je beseda monzon samostalnik ali druga besedna vrsta?,Beseda **monzon** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,test
531531,einhorn,"Povej, kakšnega spola je beseda einhorn.",Samostalnik **einhorn** je moškega spola.,besedna_vrsta,spol_samostalnika,test
640514,stropparo,Kakšnega spola je samostalnik stropparo?,Samostalnik **stropparo** je moškega spola.,besedna_vrsta,spol_samostalnika,test
716262,spitall,Kako se v slovenščini glasi rodilnik dvojine besede spitall?,2. Rodilnik (rodilnik) dvojine besede **spitall** se glasi: **spitallov**.,sklanjanje,posamezen_sklon,train
7007,prijati,Kako se po osebah sprega glagol prijati v sedanjiku?,"Sedanjik glagola **prijati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | prijam | prijava | prijamo |
| 2. oseba | prijaš | prijata | prijate |
| 3. oseba | prija | prijata | prijajo |",spreganje,spreganje_v_casu,train
8065,skipeti,Kateri so pomeni besede skipeti?,"Pomeni besede **skipeti** so:
- Kadar tekočina, ki jo segrevamo, skipeti, se dvigne in steče čez rob posode.",pomen,nastevanje_pomenov,train
531202,dianetika,Izpiši vse sklone in števila za besedo dianetika.,"Sklanjatvena tabela za samostalnik **dianetika**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | dianetika | dianetiki | dianetike |
| 2. Rodilnik | dianetike | dianetik | dianetik |
| 3. Dajalnik | dianetiki | dianetikama | dianetikam |
| 4. Tožilnik | dianetiko | dianetiki | dianetike |
| 5. Mestnik | pri dianetiki | pri dianetikah | pri dianetikah |
| 6. Orodnik | z dianetiko | z dianetikama | z dianetikami |",sklanjanje,celotna_sklanjatev,train
534151,floor,Opiši oblikoslovno vlogo besede floorjih pri samostalniku floor.,"Oblika **floorjih** pri besedi *floor* izraža:
- 5. Mestnik (dvojine)",sklanjanje,analiza_oblike,train
510378,iztoževati,Sestavi tabelo za Sedanjik glagola iztoževati.,"Sedanjik glagola **iztoževati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | iztožujem | iztožujeva | iztožujemo |
| 2. oseba | iztožuješ | iztožujeta | iztožujete |
| 3. oseba | iztožuje | iztožujeta | iztožujejo |",spreganje,spreganje_v_casu,train
556149,megaspektakel,Poišči osnovno imeno obliko za besedo megaspektakelov.,Osnovna oblika (lema) besede **megaspektakelov** je **megaspektakel** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
41711,lahko,Prikaži primere rabe besede lahko.,"Primeri uporabe besede **lahko** v povedih:
- *Za seboj ima odlično sezono, v kateri sicer ni igral veliko, a je lahko spoznal, kako se živi in igra zunaj Slovenije, ob tem pa je brez težav opravil tudi šolo.*
- *Ko sta v strahu že najavili, da mora takoj priti veterinar, je bil v sekundi spet na nogah in je seveda dosegel, da je šel na sprehod v naravo, kjer je veselo izvedel vse figure in šel brez težave v vseh hodih.*
- *Na njuno veselje in zadovoljstvo se je konj navadil protokola, da je vsaj do izpusta odkorakal pridno in brez težav.*",primeri_uporabe,povedi_z_besedo,train
675597,garsid,"Razloži, v katerem sklonu in številu je oblika garsidi besede garsid.","Oblika **garsidi** pri besedi *garsid* izraža:
- 6. Orodnik (množine)",sklanjanje,analiza_oblike,train
591311,brownlow,Kateri je imenovalnik ednine za obliko brownlowov?,Osnovna oblika (lema) besede **brownlowov** je **brownlow** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
84535,radijka,Katere slovnične lastnosti nosi oblika radijko besede radijka?,"Oblika **radijko** pri besedi *radijka* izraža:
- 4. Tožilnik (ednine)",sklanjanje,analiza_oblike,train
521719,bios,Kakšna je osnovna oblika besede biosi?,Osnovna oblika (lema) besede **biosi** je **bios** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
543965,janševik,Iz katere osnovne oblike izvira oblika janševike?,Osnovna oblika (lema) besede **janševike** je **janševik** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
522483,boniciolli,Kaj po besedni vrsti pomeni boniciolli?,Beseda **boniciolli** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
78421,plesen,Napiši obrazložitev pomena besede plesen.,"Beseda **plesen** ima naslednje pomene:
- Plesen je mehka bela gobasta tvorba, ki se razvije na vlažnih in toplih krajih.
- Plesen je mehka siva, zela ali bela snov, ki se včasih naredi na stari hrani ali na vlažnih stenah ali oblekah.",pomen,razlaga_pomena,train
444309,bordun,Izpiši soznačilne besede za bordun.,"Sopomenke besede **bordun** so:
- pedalni ton",sopomenke,navedi_sopomenke,train
491265,vtoževati,Izpiši oblike po osebah in številu za Sedanjik glagola vtoževati.,"Sedanjik glagola **vtoževati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | vtožujem | vtožujeva | vtožujemo |
| 2. oseba | vtožuješ | vtožujeta | vtožujete |
| 3. oseba | vtožuje | vtožujeta | vtožujejo |",spreganje,spreganje_v_casu,train
55255,ekvador,Navedi primerne kolokacije za samostalnik/besedo ekvador.,"Tipične kolokacije z besedo **ekvador**:
- predsednik Ekvadorja
- tekma proti Ekvadorju
- obala Ekvadorja
- potres v Ekvadorju
- veleposlaništvo Ekvadorja
- odpotovati v Ekvador
- azil v Ekvadorju
- Ekvador odklopi
- banane iz Ekvadorja
- vulkan v Ekvadorju",kolokacije,navedi_kolokacije,train
34604,špinačen,Stopnjuj besedo špinačen.,"Stopnjevanje besede **špinačen**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | špinačnimi / špinačna / špinačne / špinačni / špinačno / špinačnih / špinačnima / špinačnim / špinačnega / špinačnemu / špinačnem / špinačen |
| 2. Primernik (Komparativ) | špinačen |
| 3. Presežnik (Superlativ) | špinačen |",stopnjevanje,vse_stopnje,train
6063,poželeti,Kakšnega vida je glagol poželeti?,Beseda **poželeti** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
470052,jamboree,Navedi 4. Tožilnik sklon za ednino besede jamboree.,4. Tožilnik (tožilnik) ednine besede **jamboree** se glasi: **jamboree**.,sklanjanje,posamezen_sklon,train
593392,canongate,"Navedi sklon in število, ki ga izraža canongateju pri besedi canongate.","Oblika **canongateju** pri besedi *canongate* izraža:
- 3. Dajalnik (ednine)",sklanjanje,analiza_oblike,train
72398,neomadeževanost,Navedi kolokativne zveze za lemo neomadeževanost.,"Tipične kolokacije z besedo **neomadeževanost**:
- Čistost in neomadeževanost
- verjeti v neomadeževanost",kolokacije,navedi_kolokacije,train
443631,rn,Opiši pomen besede rn.,"Beseda **rn** ima naslednje pomene:
- in atomsko število 86",pomen,razlaga_pomena,train
49613,bliskanje,Poišči 10 tipičnih besednih zvez za besedo bliskanje.,"Izpis 10 kolokacij za besedo **bliskanje**:
1. bliskanje fotoaparatov
2. bliskanje in grmenje
3. grmenje in bliskanje
4. videti bliskanje
5. bliskanje pred očmi
6. Bliskanja aparatov
7. nevihta z bliskanjem
8. pokanje in bliskanje
9. bliskanje in brnenje
10. bliskanje moti",kolokacije,stevilsko_opredeljene_kolokacije,train
511673,pametničiti,Kakšnega vida je glagol pametničiti?,Beseda **pametničiti** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
64907,koprena,Sestavi seznam 10 kolokacij z besedo koprena.,"Izpis 10 kolokacij za besedo **koprena**:
1. plastena koprena
2. pokriti s kopreno
3. meglena koprena
4. Vrtna koprena
5. prekriti s kopreno
6. siva koprena
7. zaščitena koprena
8. koprena oblakov
9. biti v kopreno
10. izdelava koprene",kolokacije,stevilsko_opredeljene_kolokacije,train
15692,cvileč,Izpiši tipične besedne zveze z besedo cvileč.,"Tipične kolokacije z besedo **cvileč**:
- cvileči glas
- Cvileče gume
- cvileči zvok
- cvileča kitara
- cvileče zavore
- cvileča vrata
- cvileč glasek
- bolj cvileč
- cvileči prašič
- cvileča postelja",kolokacije,navedi_kolokacije,train
82881,prestopnik,Katere so 10 tipične kolokacije z besedo prestopnik?,"Izpis 10 kolokacij za besedo **prestopnik**:
1. mladoletni prestopniki
2. spolni prestopnik
3. mladi prestopniki
4. register prestopnikov
5. ilegalni prestopniki
6. seznami prestopnikov
7. skupina prestopnikov
8. prestopniki meje
9. kaznovati prestopnike
10. najhujši prestopniki",kolokacije,stevilsko_opredeljene_kolokacije,train
658141,assada,"Ali je samostalnik assada moškega, ženskega ali srednjega spola?",Samostalnik **assada** je ženskega spola.,besedna_vrsta,spol_samostalnika,train
583366,ščap,Izpiši vse sklone in števila za besedo ščap.,"Sklanjatvena tabela za samostalnik **ščap**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | ščap | / | ščapi |
| 2. Rodilnik | ščapa | ščapov | ščapov |
| 3. Dajalnik | ščapu | ščapoma | ščapom |
| 4. Tožilnik | ščapa | ščapa | ščape |
| 5. Mestnik | pri ščapu | pri ščapih | pri ščapih |
| 6. Orodnik | s ščapom | s ščapoma | s ščapi |",sklanjanje,celotna_sklanjatev,train
9235,vnesti,Kako se po osebah sprega glagol vnesti v sedanjiku?,"Sedanjik glagola **vnesti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | vnesem | vneseva | vnesemo |
| 2. oseba | vneseš | vneseta | vnesete |
| 3. oseba | vnese | vneseta | vnesejo |",spreganje,spreganje_v_casu,train
470803,karaoka,Katera beseda v osnovni obliki predstavlja obliko karaokama?,Osnovna oblika (lema) besede **karaokama** je **karaoka** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
510588,kumulirati,Navedi nedoločnik in velelniške oblike za glagol kumulirati.,"Neosebne in posebne oblike glagola **kumulirati**:
- Nedoločnik: **kumulirati**
- Namenilnik: **kumulirat**
",spreganje,neosebne_oblike,train
19106,hleven,Kateri sklon in število izraža oblika hlevnim pri besedi hleven?,"Oblika **hlevnim** pri besedi *hleven* izraža:
- pregibna oblika",sklanjanje,analiza_oblike,train
659918,berthling,Poišči osnovno imeno obliko za besedo berthlinge.,Osnovna oblika (lema) besede **berthlinge** je **berthling** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
7524,razmajati,Navedi vse osebe in čase za glagol razmajati.,"Spreganje glagola **razmajati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | razmajam | razmajava | razmajamo |
| 2. oseba | razmajaš | razmajata | razmajate |
| 3. oseba | razmaja | razmajata | razmajajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem razmajal / sem razmajala | sva razmajala / sva razmajali | smo razmajali / smo razmajale |
| 2. oseba | si razmajal / si razmajala | sta razmajala / sta razmajali | ste razmajali / ste razmajale |
| 3. oseba | je razmajal / je razmajala | sta razmajala / sta razmajali | so razmajali / so razmajale |",spreganje,celotno_spreganje,train
524637,bronhospazem,"Ali spada bronhospazem med samostalnike moškega, ženskega ali srednjega spola?",Samostalnik **bronhospazem** je moškega spola.,besedna_vrsta,spol_samostalnika,train
502423,šlagersko,Katero besedno vrsto predstavlja šlagersko?,Beseda **šlagersko** je prislov.,besedna_vrsta,osnovne_lastnosti,train
49760,bogoiskatelj,"Povej, kakšnega spola je beseda bogoiskatelj.",Samostalnik **bogoiskatelj** je moškega spola.,besedna_vrsta,spol_samostalnika,train
91606,stiska,Koliko leksikalnih pomenov vsebuje beseda stiska?,"Beseda **stiska** ima registrirana 9 pomenov:
1. Stiska so hude ali nevarne okoliščine, ki lahko povzročijo smrt ali hudo pomanjkanje.
2. V človekovem življenju je stiska čas, ko ima hude osebne težave.
3. Stiska je velika zaskrbljenost, žalost ali bolečina.
4. Stiska je stanje, ko je človek v veliki nevarnosti in nujno potrebuje pomoč.
5. Stiska je nepričakovan ali nevaren položaj, proti kateremu je treba hitro ukrepati.
6. Stiska so okoliščine, v katerih nekdo trpi zaradi težav in problemov, pogosto zato, ker nima dovolj denarja.
7. Če si v stiski, si v težavnem položaju.
8. Z izrazom stiska povemo, da je nekdo v težavnem položaju.
9. Stiska je huda žalost in nesreča.",pomen,stevilka_pomenov,train
8649,tekmovati,Razvrsti in naštej pomene besede tekmovati.,"Pomeni besede **tekmovati** so:
- Kadar ljudje ali organizacije tekmujejo med seboj, se trudijo, da bi dobile nekaj zase.
- Tekmovati pomeni sodelovati na natečaju ali tekmi.
- Kadar dve izjavi ali zamisli tekmujeta, ne moreta biti obe pravilni ali sprejemljivi.
- Tekmovati z nekom za nekaj, kot je moč ali prvenstvo, pomeni konkurirati z njim, da bi to dosegli.
- Tekmovati na volitvah ali tekmovanju pomeni sodelovati z namenom, da bi zmagali.
- Tekmovati pomeni močno se truditi, da bi nekaj naredili prej ali bolje kot nekdo drug.",pomen,nastevanje_pomenov,train
8799,udeleževati,Določi glagolski vid za besedo udeleževati.,Beseda **udeleževati** je nedovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
586947,ayurved,Kakšnega spola je samostalnik ayurved?,Samostalnik **ayurved** je moškega spola.,besedna_vrsta,spol_samostalnika,train
95591,variete,Kateri so pomeni besede variete?,"Pomeni besede **variete** so:
- Variete je predstava s plesom, petjem ali komičnimi točkami.
- Variete je vrsta razvedrilnega programa, v kateri se zvrsti veliko različnih točk.",pomen,nastevanje_pomenov,train
